timestamp,tx,ty,tz,qx,qy,qz,qw
1763574414671748482,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1763574414721303555,0.004091978073120117,0.0014549493789672852,0.11079168319702148,-0.0016155666572241786,0.001994668944134838,-0.000644004366586197,0.9999964982431464
1763574414771419482,0.0023908615112304688,0.0008720159530639648,0.1040802001953125,0.0005534201905441435,0.0024677766393253744,0.001298580039987615,0.9999959587390495
1763574414821690922,0.0034987926483154297,0.0031081438064575195,0.10615682601928711,-0.0018213572689571278,0.002753041444029506,0.00011288617955331539,0.9999945453237316
1763574414871946614,0.0008680820465087891,0.0002237558364868164,0.10563802719116211,0.0012459410463370698,0.002673943415123955,-0.00019787714444335352,0.9999956292415271
1763574414921853822,0.0008630752563476562,0.0016791820526123047,0.1071624755859375,-0.0010512505091518792,0.0024752418898262335,-0.0008619556201252978,0.9999960125332815
1763574414971570318,0.0005791187286376953,0.0012958049774169922,0.1053462028503418,0.0011056523090046,0.0034500451659385317,0.0009715065480721728,0.9999929654234332
1763574415021793186,0.0006797313690185547,0.0002200603485107422,0.1028742790222168,0.0010027004288894522,0.004241038108929463,-0.0005809777303779751,0.9999903352795392
1763574415072319458,-0.0007658004760742188,-0.0005402565002441406,0.1027383804321289,0.0010526632435143967,0.005499433449032993,8.585631349900022e-05,0.9999843202573372
1763574415123361400,0.0006227493286132812,-9.85860824584961e-05,0.10198593139648438,0.0011199815619306994,0.004841164713480544,-0.0005218414838671871,0.9999875181455934
1763574415174233048,0.0016627311706542969,0.0017718076705932617,0.10032129287719727,-0.0010416671882474391,0.004197801371416496,0.00016926762320672677,0.9999906323269168
1763574415224077785,0.0014145374298095703,-0.00081634521484375,0.09908103942871094,0.002145740602864226,0.003939333311809227,0.00027110882759269424,0.9999899019241781
1763574415273415998,0.0023584365844726562,0.0001404285430908203,0.10004949569702148,-0.002011171520003747,0.00323381427971762,-0.0005460384362925851,0.9999925997107916
1763574415322524900,0.004166603088378906,-0.0006177425384521484,0.09553170204162598,0.0014713115738336168,0.002985132847314321,0.0015291303175176498,0.9999932929698122
1763574415372327803,0.003646373748779297,0.0022667646408081055,0.09793663024902344,-0.0020183998367293713,0.003007260141685544,-0.00028608379560259023,0.9999934002805225
1763574415422624001,0.002388477325439453,-0.00026023387908935547,0.09608745574951172,0.0009813623801018206,0.0028959052568674408,0.00011668413504608438,0.9999953185117593
1763574415473172300,0.0019698143005371094,0.0007121562957763672,0.09692978858947754,-0.001103084469896178,0.0023454152306269732,-0.00126688526746393,0.999995838608225
1763574415523441905,0.0019459724426269531,0.0014096498489379883,0.09715938568115234,-2.0647488481441756e-05,0.0026146636292513374,4.281861121409646e-05,0.9999965806313308
1763574415573413780,0.002904176712036133,-0.0001894235610961914,0.08943748474121094,0.001606201374951445,0.0023142038249095833,0.0001747242430104558,0.9999960170166873
1763574415623082448,0.0019419193267822266,0.0012432336807250977,0.09470129013061523,-0.0011532214765176464,0.0017001003061498316,-0.0009421656105293702,0.9999974460283073
1763574415672737282,0.0026220083236694336,0.00010514259338378906,0.08907413482666016,0.0006452912017885172,0.0015978838434226818,0.00044979230735913377,0.9999984140254263
1763574415722592942,0.0036482810974121094,0.0029584169387817383,0.09018492698669434,-0.0015728028064349508,0.0014709866220897535,0.00039722117851881,0.9999976023496382
1763574415772750645,0.002519965171813965,-0.0023249387741088867,0.08488702774047852,0.0023040301905482715,0.001781784200281607,-0.00010315003172269217,0.9999957530159893
1763574415822999353,0.002080559730529785,0.0014067888259887695,0.08751964569091797,-0.00048162617540619367,0.0019024876967176328,-0.0009535181367808327,0.999997619687144
1763574415873385302,0.001900792121887207,0.0008779764175415039,0.08366537094116211,0.0008072886631693274,0.0022415981725151654,0.0015994319480718852,0.9999958826615691
1763574415923517245,0.0026587247848510742,-0.0005556344985961914,0.0822904109954834,0.0010058475278542794,0.0021758898875901115,0.0007768578516247716,0.9999968251278731
1763574415973379322,0.00013566017150878906,0.0006973743438720703,0.08284687995910645,-0.0007363712823710721,0.0018434711971209118,-0.00041130828813184525,0.9999979450962747
